Fecha_creación,Texto,Fuente,Localización,URL,Idioma,Sentimiento
2021-05-16 17:34:10,"@usplague @FiscaliaCol @ONUHumanRights Termine de llorar caballero. Para que le crean semejante infamia, que  un. Profesional de ortopedia atienda paciente covid-19 (lleno de odio).",Twitter for Android,"Bucaramanga, Colombia",https://twitter.com/twitter/statuses/1393983125840142338,es,0.0
